paper_id,title,summary,authors,categories,primary_category,published,updated,age_days,authors_joined,categories_joined,summary_chars,abs_url,pdf_url,comment,text_for_embedding
10.1145/3637528.3671815,Advanced Perspectives on Mitigating Ghost Vectors in Dense Retrieval via Idempotent Indexing,An extended empirical study on oft-deletions in vector databases leave orphaned embeddings that lead to hallucinations. This paper designs an idempotent index synchronization protocol that guarantees complete purges of outdated vector artifacts Further analysis on scaling parameters.,"['Duc Vu', 'Thao Dang']","['Databases', 'Information Systems']",Databases,2026-06-03,2026-06-03,114,"Duc Vu, Thao Dang","Databases, Information Systems",284,https://doi.org/10.1145/3637528.3671815,https://doi.org/10.1145/3637528.3671815,,"Title: Advanced Perspectives on Mitigating Ghost Vectors in Dense Retrieval via Idempotent Indexing
Authors: Duc Vu, Thao Dang
Published: 2026-06-03
Categories: Databases, Information Systems
Summary: An extended empirical study on oft-deletions in vector databases leave orphaned embeddings that lead to hallucinations. This paper designs an idempotent index synchronization protocol that guarantees complete purges of outdated vector artifacts Further analysis on scaling parameters."
10.1145/3637528.3671814,Advanced Perspectives on Data Observability and Quality Gates for Production RAG Systems,An extended empirical study on ilent data corruption in RAG pipelines degrades LLM answer faithfulness without throwing runtime errors. We introduce automated quality gates using Great Expectations 1.x to catch stale and malformed embeddings before serving Further analysis on scaling parameters.,"['Anh Tran', 'Quoc Pham']","['Software Engineering', 'Data Systems']",Software Engineering,2026-06-02,2026-06-02,115,"Anh Tran, Quoc Pham","Software Engineering, Data Systems",296,https://doi.org/10.1145/3637528.3671814,https://doi.org/10.1145/3637528.3671814,,"Title: Advanced Perspectives on Data Observability and Quality Gates for Production RAG Systems
Authors: Anh Tran, Quoc Pham
Published: 2026-06-02
Categories: Software Engineering, Data Systems
Summary: An extended empirical study on ilent data corruption in RAG pipelines degrades LLM answer faithfulness without throwing runtime errors. We introduce automated quality gates using Great Expectations 1.x to catch stale and malformed embeddings before serving Further analysis on scaling parameters."
10.1145/3637528.3671813,Advanced Perspectives on Agentic Retrieval-Augmented Generation for Knowledge-Intensive Tasks,An extended empirical study on etrieval-Augmented Generation (RAG) significantly improves large language model accuracy by grounding responses in retrieved passages. We explore agentic multi-hop reasoning and routing across heterogeneous vector indices Further analysis on scaling parameters.,"['Minh Nguyen', 'Hoang Le']","['Artificial Intelligence', 'Information Retrieval']",Artificial Intelligence,2025-09-25,2026-06-01,365,"Minh Nguyen, Hoang Le","Artificial Intelligence, Information Retrieval",292,https://doi.org/10.1145/3637528.3671813,https://doi.org/10.1145/3637528.3671813,,"Title: Advanced Perspectives on Agentic Retrieval-Augmented Generation for Knowledge-Intensive Tasks
Authors: Minh Nguyen, Hoang Le
Published: 2025-09-25
Categories: Artificial Intelligence, Information Retrieval
Summary: An extended empirical study on etrieval-Augmented Generation (RAG) significantly improves large language model accuracy by grounding responses in retrieved passages. We explore agentic multi-hop reasoning and routing across heterogeneous vector indices Further analysis on scaling parameters."
10.1145/3637528.3671801,Agentic Retrieval-Augmented Generation for Knowledge-Intensive Tasks,Retrieval-Augmented Generation (RAG) significantly improves large language model accuracy by grounding responses in retrieved passages. We explore agentic multi-hop reasoning and routing across heterogeneous vector indices.,"['Minh Nguyen', 'Hoang Le']","['Artificial Intelligence', 'Information Retrieval']",Artificial Intelligence,2025-09-25,2026-05-20,365,"Minh Nguyen, Hoang Le","Artificial Intelligence, Information Retrieval",223,https://doi.org/10.1145/3637528.3671801,https://doi.org/10.1145/3637528.3671801,,"Title: Agentic Retrieval-Augmented Generation for Knowledge-Intensive Tasks
Authors: Minh Nguyen, Hoang Le
Published: 2025-09-25
Categories: Artificial Intelligence, Information Retrieval
Summary: Retrieval-Augmented Generation (RAG) significantly improves large language model accuracy by grounding responses in retrieved passages. We explore agentic multi-hop reasoning and routing across heterogeneous vector indices."
10.1145/3637528.3671811,Hybri,Dense vector search excels at conceptual similarity but struggles with exact acronyms and serial numbers. Reciprocal Rank Fusion of sparse lexical scores and dense embeddings achieves optimal recall.,"['Dat Tran', 'Lan Pham']","['Information Retrieval', 'Algorithms']",Information Retrieval,2026-05-14,2026-05-14,134,"Dat Tran, Lan Pham","Information Retrieval, Algorithms",199,https://doi.org/10.1145/3637528.3671811,https://doi.org/10.1145/3637528.3671811,,"Title: Hybri
Authors: Dat Tran, Lan Pham
Published: 2026-05-14
Categories: Information Retrieval, Algorithms
Summary: Dense vector search excels at conceptual similarity but struggles with exact acronyms and serial numbers. Reciprocal Rank Fusion of sparse lexical scores and dense embeddings achieves optimal recall."
10.1145/3637528.3671806,Semantic Layer Integration for Agentic Text-to-SQL Pipelines,"Connecting LLMs directly to raw warehouse tables often results in schema misunderstandings. A governed semantic layer standardizes business metric definitions, dramatically boosting SQL generation accuracy. ###CORRUPTED_GARBAGE_NOISE###","['Huy Dinh', 'Trang Vo']","['Databases', 'Information Systems']",Databases,2026-05-02,2026-05-02,146,"Huy Dinh, Trang Vo","Databases, Information Systems",236,https://doi.org/10.1145/3637528.3671806,https://doi.org/10.1145/3637528.3671806,,"Title: Semantic Layer Integration for Agentic Text-to-SQL Pipelines
Authors: Huy Dinh, Trang Vo
Published: 2026-05-02
Categories: Databases, Information Systems
Summary: Connecting LLMs directly to raw warehouse tables often results in schema misunderstandings. A governed semantic layer standardizes business metric definitions, dramatically boosting SQL generation accuracy. ###CORRUPTED_GARBAGE_NOISE###"
10.1145/3637528.3671809,Chunking Strategies for Technical Documentation Retrieval,Hierarchical and semantic boundary chunking preserves code block contexts and markdown headings. Our benchmark demonstrates superior top-1 recall compared to fixed character length sliding windows.,"['Long Trinh', 'Ha Chu']","['Information Retrieval', 'Natural Language Processing']",Information Retrieval,2025-09-25,2026-04-30,365,"Long Trinh, Ha Chu","Information Retrieval, Natural Language Processing",197,https://doi.org/10.1145/3637528.3671809,https://doi.org/10.1145/3637528.3671809,,"Title: Chunking Strategies for Technical Documentation Retrieval
Authors: Long Trinh, Ha Chu
Published: 2025-09-25
Categories: Information Retrieval, Natural Language Processing
Summary: Hierarchical and semantic boundary chunking preserves code block contexts and markdown headings. Our benchmark demonstrates superior top-1 recall compared to fixed character length sliding windows."
10.1145/3637528.3671803,Mitig,Soft-deletions in vector databases leave orphaned embeddings that lead to hallucinations. This paper designs an idempotent index synchronization protocol that guarantees complete purges of outdated vector artifacts.,"['Duc Vu', 'Thao Dang']","['Databases', 'Information Systems']",Databases,2026-04-18,2026-04-18,160,"Duc Vu, Thao Dang","Databases, Information Systems",215,https://doi.org/10.1145/3637528.3671803,https://doi.org/10.1145/3637528.3671803,,"Title: Mitig
Authors: Duc Vu, Thao Dang
Published: 2026-04-18
Categories: Databases, Information Systems
Summary: Soft-deletions in vector databases leave orphaned embeddings that lead to hallucinations. This paper designs an idempotent index synchronization protocol that guarantees complete purges of outdated vector artifacts."
10.1145/3637528.3671805,Evaluating Retrieval Precision with Token F1 and LLM Judges,"Evaluating open-domain QA requires robust metrics. We benchmark semantic similarity, token-level overlap F1, and model-based judge verdicts to quantify RAG answer correctness across noisy corpus conditions.","['Tuan Phan', 'Mai Bui']","['Natural Language Processing', 'Evaluation Methodology']",Natural Language Processing,2025-09-25,2026-03-28,365,"Tuan Phan, Mai Bui","Natural Language Processing, Evaluation Methodology",206,https://doi.org/10.1145/3637528.3671805,https://doi.org/10.1145/3637528.3671805,,"Title: Evaluating Retrieval Precision with Token F1 and LLM Judges
Authors: Tuan Phan, Mai Bui
Published: 2025-09-25
Categories: Natural Language Processing, Evaluation Methodology
Summary: Evaluating open-domain QA requires robust metrics. We benchmark semantic similarity, token-level overlap F1, and model-based judge verdicts to quantify RAG answer correctness across noisy corpus conditions."
10.1145/3637528.3671816,Advanced Perspectives on Freshness SLAs for Real-Time LLM Knowledge Augmentation,"An extended empirical study on e define freshness service-level agreements (SLAs) for temporal document ingestion. By tracking document age and update cadence, our orchestrator dynamically prioritizes recrawling high-churn technical corpora Further analysis on scaling parameters.","['Bao Do', 'Linh Ngo']","['Data Management', 'Artificial Intelligence']",Data Management,2026-06-04,2026-06-04,113,"Bao Do, Linh Ngo","Data Management, Artificial Intelligence",280,https://doi.org/10.1145/3637528.3671816,https://doi.org/10.1145/3637528.3671816,,"Title: Advanced Perspectives on Freshness SLAs for Real-Time LLM Knowledge Augmentation
Authors: Bao Do, Linh Ngo
Published: 2026-06-04
Categories: Data Management, Artificial Intelligence
Summary: An extended empirical study on e define freshness service-level agreements (SLAs) for temporal document ingestion. By tracking document age and update cadence, our orchestrator dynamically prioritizes recrawling high-churn technical corpora Further analysis on scaling parameters."
10.1145/3637528.3671814,Advanced Perspectives on Data Observability and Quality Gates for Production RAG Systems,An extended empirical study on ilent data corruption in RAG pipelines degrades LLM answer faithfulness without throwing runtime errors. We introduce automated quality gates using Great Expectations 1.x to catch stale and malformed embeddings before serving Further analysis on scaling parameters.,"['Anh Tran', 'Quoc Pham']","['Software Engineering', 'Data Systems']",Software Engineering,2026-06-02,2026-06-02,115,"Anh Tran, Quoc Pham","Software Engineering, Data Systems",296,https://doi.org/10.1145/3637528.3671814,https://doi.org/10.1145/3637528.3671814,,"Title: Advanced Perspectives on Data Observability and Quality Gates for Production RAG Systems
Authors: Anh Tran, Quoc Pham
Published: 2026-06-02
Categories: Software Engineering, Data Systems
Summary: An extended empirical study on ilent data corruption in RAG pipelines degrades LLM answer faithfulness without throwing runtime errors. We introduce automated quality gates using Great Expectations 1.x to catch stale and malformed embeddings before serving Further analysis on scaling parameters."
10.1145/3637528.3671815,Advanced Perspectives on Mitigating Ghost Vectors in Dense Retrieval via Idempotent Indexing,An extended empirical study on oft-deletions in vector databases leave orphaned embeddings that lead to hallucinations. This paper designs an idempotent index synchronization protocol that guarantees complete purges of outdated vector artifacts Further analysis on scaling parameters.,"['Duc Vu', 'Thao Dang']","['Databases', 'Information Systems']",Databases,2026-06-03,2026-06-03,114,"Duc Vu, Thao Dang","Databases, Information Systems",284,https://doi.org/10.1145/3637528.3671815,https://doi.org/10.1145/3637528.3671815,,"Title: Advanced Perspectives on Mitigating Ghost Vectors in Dense Retrieval via Idempotent Indexing
Authors: Duc Vu, Thao Dang
Published: 2026-06-03
Categories: Databases, Information Systems
Summary: An extended empirical study on oft-deletions in vector databases leave orphaned embeddings that lead to hallucinations. This paper designs an idempotent index synchronization protocol that guarantees complete purges of outdated vector artifacts Further analysis on scaling parameters."
